name,address,street,street_number,postal_code,city,phone,website,rating,latitude,longitude,type
"Sklep ""SMAKOSZ""","Stefana Żeromskiego 92, Radom 26-610",Stefana Żeromskiego,92,26-610,Radom,,,1,51.3996,21.1667,grocery_or_supermarket
Delikatesy Słoneczko,"Sucha 2, Radom 26-600",Sucha,2,26-600,Radom,,,0,51.3862,21.1237,grocery_or_supermarket
Justyna,"Sucha 2, Radom 26-612",Sucha,2,26-612,Radom,,,5,51.3862,21.1237,grocery_or_supermarket
Masarnia Smaczek,"Sycyńska 27, Radom 26-600",Sycyńska,27,26-600,Radom,530266685,,5,51.3655,21.1351,grocery_or_supermarket
Store,"Szeroka 6, Radom 26-601",Szeroka,6,26-601,Radom,,,4,51.4047,21.121,grocery_or_supermarket
Best Market,"Szewska 28, Radom 26-610",Szewska,28,26-610,Radom,518458950,,4.3,51.4026,21.1465,grocery_or_supermarket
Masta. FPH. Malczewska M.,"Szpitalna 3A, Radom 26-610",Szpitalna,3A,26-610,Radom,483627549,,4.3,51.4036,21.1413,grocery_or_supermarket
Sklep ABC,"Świętokrzyska 9A, Radom 26-606",Świętokrzyska,9A,26-606,Radom,800886555,,3.9,51.3774,21.1506,grocery_or_supermarket
Michalec Edward. Sklep spożywczy,"Tadeusza Kotarbińskiego 2, Radom 26-615",Tadeusza Kotarbińskiego,2,26-615,Radom,483441762,,0,51.4113,21.179,grocery_or_supermarket
Sklep Spożywczy ABC,"Tadeusza Mazowieckiego 13A, Radom 26-610",Tadeusza Mazowieckiego,13A,26-610,Radom,483635546,,4.1,51.3897,21.1573,grocery_or_supermarket
Kolibabska Danuta. Sklep spożywczo - przemysłowy,"Topiel 71A, Radom 26-601",Topiel,71A,26-601,Radom,483317677,,5,51.4051,21.1085,grocery_or_supermarket
Kobyliński Wiesław. Sklep spożywczy,"Tytusa Chałubińskiego 45640, Radom 26-610",Tytusa Chałubińskiego,12/14,26-610,Radom,483626064,,4.8,51.394,21.1447,grocery_or_supermarket
Delikatesy Premium,"Tytusa Chałubińskiego 18, Radom 26-610",Tytusa Chałubińskiego,18,26-610,Radom,,,5,51.3945,21.1458,grocery_or_supermarket
Sklep Gratka,"Wacyn 97,  26-601",Wacyn,97,26-601,,,,5,51.4098,21.1037,grocery_or_supermarket
Kobyliński Wiesław. Przedsiębiorstwo handlowo - usługowe,"Wałowa 3, Radom 26-610",Wałowa,3,26-610,Radom,483600810,,0,51.4016,21.1461,grocery_or_supermarket
Kacuś sklep alkoholowy,"Wałowa 7, Radom 26-600",Wałowa,7,26-600,Radom,,,4,51.4014,21.1448,grocery_or_supermarket
Odido,"Warszawska 140, Radom 26-617",Warszawska,140,26-617,Radom,,,4,51.4355,21.1479,grocery_or_supermarket
Stacja Paliw ORLEN,"Warszawska 17, Radom 26-600",Warszawska,17,26-600,Radom,242561219,,4.3,51.4171,21.1529,grocery_or_supermarket
Bator Jan i Danuta. Sklep spożywczo - przemysłowy,"Warszawska 70, Radom 26-600",Warszawska,70,26-600,Radom,483451525,,5,51.4244,21.1515,grocery_or_supermarket
MLECZARNIA JARMAS,"Wernera 10 box 64, Radom 26-600",Wernera,10 box 64,26-600,Radom,503116681,,4,51.4093,21.1456,grocery_or_supermarket
Stacja Paliw ORLEN,"Wierzbicka 49, Radom 26-600",Wierzbicka,49,26-600,Radom,668086020,,4.4,51.3816,21.13,grocery_or_supermarket
Gama. PH,"Wierzbicka 54/56, Radom 26-600",Wierzbicka,54/56,26-600,Radom,,,1,51.3803,21.1288,grocery_or_supermarket
Sklep spożywczy Janosik Alkohole,"Wiktora Cymerysa-Kwiatkowskiego 40, Radom 26-600",Wiktora Cymerysa-Kwiatkowskiego,40,26-600,Radom,,,5,51.3895,21.166,grocery_or_supermarket
Art. Spożywcze Monopolowe,"Witkacego 22, Radom 26-606",Witkacego,22,26-606,Radom,,,5,51.3677,21.1654,grocery_or_supermarket
Sklep Spożywczy ABC,"Wjazdowa 28, Radom 26-616",Wjazdowa,28,26-616,Radom,603501063,,4.4,51.3786,21.1335,grocery_or_supermarket
Owocowy Zakątek,"Władysława Beliny-Prażmowskiego 13, Radom 26-610",Władysława Beliny-Prażmowskiego,13,26-610,Radom,,,5,51.393,21.1562,grocery_or_supermarket
Warzywniak u Radka,"Władysława Beliny-Prażmowskiego 13, Radom 26-610",Władysława Beliny-Prażmowskiego,13,26-610,Radom,,,0,51.3928,21.1565,grocery_or_supermarket
Ósemka,"Wolanowska 49, Radom 26-601",Wolanowska,49,26-601,Radom,,,5,51.4027,21.1042,grocery_or_supermarket
Minutka,"Wolanowska 83C, Radom 26-600",Wolanowska,83C,26-600,Radom,,,3.3,51.4027,21.0984,grocery_or_supermarket
Warzywniak,"Wośnicka 28, Radom 26-616",Wośnicka,28,26-616,Radom,,,5,51.3828,21.1068,grocery_or_supermarket
Rapis. Firma handlowo - gastronomiczna. Iwanicki T.,"Wośnicka 34, Radom 26-612",Wośnicka,34,26-612,Radom,605145591,,3.5,51.3824,21.1053,grocery_or_supermarket
Groszek,"Wyścigowa 32, Radom 26-600",Wyścigowa,32,26-600,Radom,,,4.4,51.3756,21.1683,grocery_or_supermarket
",,Nasz sklep,, sklep ogólnospożywczy i monopolowy - mięso, wędliny, warzywa","Wyścigowa 8A, Radom 26-600",Wyścigowa,8A,26-600,Radom,,,4.5,51.3778,21.1575,grocery_or_supermarket
Piekarnia Wacyn,"Żwirki I Wigury 31, Radom 26-600",Żwirki I Wigury,31,26-600,Radom,,,4.7,51.4144,21.1657,grocery_or_supermarket
Sklep Marcin,"Żyzna , Radom 26-601",Żyzna,,26-601,Radom,,,4.7,51.413,21.1237,grocery_or_supermarket
Wyższe Seminarium Duchowne w Radomiu,"Młyńska 23/25, Radom 26-616",Młyńska,23/25,26-616,Radom,483309100,,4.9,51.3753,21.1079,school
"Bogatek, Plac manewrowy","Norberta Barlickiego 8, Radom 26-600",Norberta Barlickiego,8,26-600,Radom,602507110,,5,51.4475,21.1463,school
Publiczna Szkoła Podstawowa,"DW740 38, Bielicha 26-601",DW740,38,26-601,Bielicha,483778025,,3.8,51.4137,21.0928,school
Korepetycje Matematyka Radom,"Zygmunta Wilczyńskiego 49, Radom 26-600",Zygmunta Wilczyńskiego,49,26-600,Radom,793993375,,5,51.3595,21.1512,school
Liceum Ogólnokształcące - Perspektywa,"Czarnoleska 10, Czarnoleska 26-600",Czarnoleska,10,26-600,Czarnoleska,793050821,,0,51.3714,21.131,school
Publiczna Szkoła Podstawowa nr 17. Filia,"Świętojańska 5, Radom 26-616",Świętojańska,5,26-616,Radom,483322548,,0,51.3716,21.1278,school
Przedszkole Publiczne nr 23,"Świętojańska 5, Radom 26-616",Świętojańska,5,26-616,Radom,483321260,,4.2,51.3717,21.1281,school
AS Radomiak Radom,"Juliusza Słowackiego 243, Radom 26-604",Juliusza Słowackiego,243,26-604,Radom,,,4.3,51.3722,21.1916,school
Szkoła Podstawowa nr 19 Publiczna,"Energetyków 10, Radom 26-613",Energetyków,10,26-613,Radom,483606766,,2.2,51.4391,21.1889,school
Publiczna Szkoła Podstawowa nr 17,"Czarnoleska 10, Radom 26-600",Czarnoleska,10,26-600,Radom,483312413,,3.4,51.3713,21.1309,school
Tu Wszystko Gra,"Juliusza Słowackiego 253, Radom 26-604",Juliusza Słowackiego,253,26-604,Radom,604439120,,5,51.3729,21.1915,school
Publiczna Szkoła Podstawowa im. Kornela Makuszyńskiego w Natolinie,"Natolin 59, Radom 26-613",Natolin,59,26-613,Radom,483848484,,3.6,51.4053,21.2176,school
Szkoła Podstawowa nr 18 Publiczna,"Ofiar Firleja 14, Radom 26-600",Ofiar Firleja,14,26-600,Radom,483451310,,3.8,51.444,21.1487,school
UKS Młodzik 18 Radom,"Ofiar Firleja 14, Radom 26-617",Ofiar Firleja,14,26-617,Radom,500235655,,4.1,51.444,21.1488,school
Zespół Szkolno - Przedszkolny Nr 1,"Ofiar Firleja 14, Radom 26-617",Ofiar Firleja,14,26-617,Radom,,,5,51.444,21.1489,school
Przedszkole Publiczne Nr 22,"Ofiar Firleja 16, Radom 26-600",Ofiar Firleja,16,26-600,Radom,,,0,51.4445,21.1494,school
Przedszkole nr 5 Publiczne im. T. Kościuszki,"Czarnoleska 15, Radom 26-600",Czarnoleska,15,26-600,Radom,483322707,,4.2,51.373,21.13,school
KRAINA PRZYGÓD,"Wierzbicka 99C, Radom 26-600",Wierzbicka,99C,26-600,Radom,691801802,,4.9,51.3747,21.1277,school
Szkoła Podstawowa nr 20 Publiczna im. Obrońców Pokoju,"Malenicka 29, Radom 26-604",Malenicka,29,26-604,Radom,483650803,,3.8,51.3772,21.1888,school
"Przedszkole i Żłobek ""Kajtuś""","Zofii Nałkowskiej 4, Radom 26-600",Zofii Nałkowskiej,4,26-600,Radom,694214250,,4.3,51.3741,21.1857,school
Publiczna Szkoła Podstawowa Nr 14 Integracyjna im. Jana Pawła II w Radomiu,"Wierzbicka 81/83, Radom 26-612",Wierzbicka,81/83,26-612,Radom,483632215,,4.1,51.3777,21.1287,school
Okko. Ośrodek Kształcenia Kadr Oświaty,"Pośrednia 4, Radom 26-616",Pośrednia,4,26-616,Radom,483318512,,5,51.3862,21.1093,school
Nauka Śpiewu i Gry Na Gitarze - mgr. Oskar Mikołajczak,"Skaryszewska 41A, Radom 26-604",Skaryszewska,41A,26-604,Radom,781282078,,5,51.3805,21.191,school
SKILLS FACTORY,"Idalińska 52C, Radom 26-604",Idalińska,52C,26-604,Radom,722039721,,5,51.3732,21.1745,school
BLISKO x WIOSKI | BLISKO Dziecięca Baza | przedszkole,"Marii Fołtyn 2, Radom 26-600",Marii Fołtyn,2,26-600,Radom,662589776,,4.4,51.4191,21.2054,school
ZACZAROWANA KRAINA,"Marii Fołtyn 2, Radom 26-600",Marii Fołtyn,2,26-600,Radom,881203223,,3.7,51.4191,21.2054,school
Radomski Klub Tenisowy Return,"Bulwarowa 19, Radom 26-600",Bulwarowa,19,26-600,Radom,691801722,,5,51.3907,21.1115,school
MatematiX Anna Wójcicka korepetycje,"Malenicka 10, Radom 26-604",Malenicka,10,26-604,Radom,,,5,51.3778,21.1863,school
Niepubliczna Szkoła Muzyczna I Stopnia,"Wierzbicka 55, Radom 26-612",Wierzbicka,55,26-612,Radom,603912116,,4.2,51.3811,21.1298,school
Publiczna Szkoła Podstawowa nr 17 im. Przyjaciół Dzieci w Radomiu,"Bolesława Limanowskiego 134, Radom 26-600",Bolesława Limanowskiego,134,26-600,Radom,483608701,,0,51.3838,21.1212,school
SMUF Shop - Hulajnogi wyczynowe,"Biała 135, Radom 26-604",Biała,135,26-604,Radom,792856700,,5,51.3776,21.1783,school
Zespół Szkół Centrum Kształcenia Rolniczego im. Władysława Stanisława Reymonta,"Uniwersytecka 6, Radom 26-600",Uniwersytecka,6,26-600,Radom,483310901,,3.6,51.4113,21.1121,school
Przedszkole Niepubliczne Słoneczko II,"Jerzego Radomskiego 8, Radom 26-600",Jerzego Radomskiego,8,26-600,Radom,483699227,,4.2,51.3778,21.1714,school
Publiczna Szkoła Podstawowa nr 4,"Wyścigowa 49, Radom 26-600",Wyścigowa,49,26-600,Radom,483653429,,3.2,51.3757,21.1731,school
Dwujęzyczna Szkoła Podstawowa nr 1 w Radomiu,"Jerzego Radomskiego 10, Radom 26-600",Jerzego Radomskiego,10,26-600,Radom,691499050,,4.7,51.3771,21.171,school
Publiczne Przedszkole Nr 7 w Radomiu,"DK7 , Radom 26-600",DK7,,26-600,Radom,483847399,,5,51.3972,21.2026,school
Przedszkole nr 10 oddział w szkole," , Radom 26-604",,,26-604,Radom,,,0,51.3782,21.1647,school
XII Liceum Ogólnokształcące w Radomiu,"Osiedlowa 36, Radom 26-600",Osiedlowa,36,26-600,Radom,483665805,,3.6,51.3783,21.1648,school
Zespół Szkół Spożywczych i Hotelarskich,"Św. Brata Alberta 1, Radom 26-600",Św. Brata Alberta,1,26-600,Radom,483662996,,2.9,51.3752,21.159,school
Publiczna Szkoła Podstawowa nr 12 w Zespole Szkół nr 1,"Św. Brata Alberta 1, Radom 26-611",Św. Brata Alberta,1,26-611,Radom,483605160,,4,51.3755,21.1584,school
Puchatek Przedszkole Niepubliczne,"Świętokrzyska 32, Radom 26-606",Świętokrzyska,32,26-606,Radom,483848839,,4.8,51.3762,21.1521,school
Przedszkole Niepubliczne Kolorowe Pudełko Radom,"Marii Fołtyn 6e, Radom 26-615",Marii Fołtyn,6e,26-615,Radom,723773833,,4.3,51.4212,21.1989,school
Publiczna Szkoła Podstawowa nr 23 im. Stefana Żeromskiego,"Gajowa 60, Radom 26-606",Gajowa,60,26-606,Radom,483665288,,4.4,51.3761,21.1473,school
BarMania Mateusz Środa,"Gajowa 43 m. 78, Radom 26-600",Gajowa,43 m. 78,26-600,Radom,661765301,,4.9,51.3768,21.1475,school
Publiczna szkoła Podstawowa nr 15,"Kielecka 45328, Radom 26-610",Kielecka,2/6,26-610,Radom,,,2.6,51.4068,21.1214,school
Niepubliczna szkoła podstawowa SONUS w Radomiu,"Tartaczna 16/18, Radom 26-612",Tartaczna,16/18,26-612,Radom,786112116,,5,51.3857,21.1349,school
Edupoczekalnia,"Grabowa 15, Radom 26-616",Grabowa,15,26-616,Radom,,,0,51.3869,21.1272,school
Przedszkole Planeta-Odkrywców,"Kielecka 15A, Radom 26-600",Kielecka,15A,26-600,Radom,517713241,,2.5,51.4045,21.1202,school
Niepubliczne Przedszkole Rudy Kocurek,"ul. Nowofolwarczna 16A, Radom 26-600",ul. Nowofolwarczna,16A,26-600,Radom,600599801,,0,51.4153,21.1204,school
Niepubliczne Przedszkole Językowe Kids College Agnieszka Kucharczyk,"Królowej Jadwigi 21, Radom 26-600",Królowej Jadwigi,21,26-600,Radom,888999990,,4,51.4301,21.1536,school
Przedszkole nr 13 Publiczne,"Garbarska 59/67, Radom 26-610",Garbarska,59/67,26-610,Radom,483699387,,4.2,51.4,21.1221,school
Pomnik Zamordowanych Podczas Okupacji Niemieckiej,"DW740 , Radom 26-610",DW740,,26-610,Radom,,,5,51.4071,21.1224,school
Zespół Szkół Specjalnych i Placówek Oświatowych,"Lipska 2, Radom 26-606",Lipska,2,26-606,Radom,483664131,,3.5,51.376,21.1561,school
Publiczna Szkoła Podstawowa nr 16 przy Zespole Szkół nr 2,"Lipska 2, Radom 26-606",Lipska,2,26-606,Radom,483664131,,0,51.3759,21.1563,school
Bajka. Niepubliczne przedszkole. Rywacka L.,"Podmiejska 50, Radom 26-600",Podmiejska,50,26-600,Radom,605955430,,4.6,51.3888,21.1839,school
CENTRUM EDUKACJI KERIM,"Południowa 39, Radom 26-600",Południowa,39,26-600,Radom,486850929,,0,51.3791,21.1514,school
Publiczna Szkoła Podstawowa Nr 22 Z Oddziałami Integracyjnymi Im. Mikołaja Reja W Radomiu,"Krucza 45332, Radom 26-600",Krucza,2/10,26-600,Radom,483310357,,4,51.4026,21.1231,school
Publiczna Szkoła Podstawowa Nr 2 im. Hansa Christiana Andersena w Radomiu,"Batalionów Chłopskich 16, Radom 26-612",Batalionów Chłopskich,16,26-612,Radom,483311653,,2.3,51.3898,21.1219,school
Start. Radomskie Stowarzyszenie Sportu i Rehabilitacji Osób Niepełnosprawnych,"Maratońska 1, Radom 26-612",Maratońska,1,26-612,Radom,483316876,,0,51.3901,21.1278,school
KERIM OCHRONA,"Dzielna 11, Radom 26-600",Dzielna,11,26-600,Radom,483668189,,4.2,51.3872,21.1822,school
Aura Natura,"Akacjowa 7, Radom 26-604",Akacjowa,7,26-604,Radom,503141444,,5,51.3851,21.1827,school
Przedszkole nr 10 Publiczne,"Osiedlowa 26, Radom 26-611",Osiedlowa,26,26-611,Radom,483664453,,4.7,51.3798,21.1644,school
Po Pierwsze Rodzina. Stowarzyszenie,"Królowej Jadwigi 12, Radom 26-617",Królowej Jadwigi,12,26-617,Radom,483450733,,4.5,51.4296,21.1617,school
Niepubliczne Przedszkole i Żłobek Słoneczna Kraina,"Księdza Ignacego Skorupki 1, Radom 26-600",Księdza Ignacego Skorupki,1,26-600,Radom,518261271,,4.2,51.4129,21.1852,school
TEB Edukacja,"Juliusza Słowackiego 84, Radom 26-600",Juliusza Słowackiego,84,26-600,Radom,486700550,,4.1,51.3897,21.1716,school
Ustronie. Klub Osiedlowy,"Sandomierska 14, Radom 26-611",Sandomierska,14,26-611,Radom,483857415,,4.2,51.3816,21.1563,school
Przedszkole Samorządowe,"Kościelna 7, Sadki 89-110",Kościelna,7,89-110,Sadki,523850788,,0,51.3884,21.1779,school
Plac manewrowy viper,"Orzechowa 2, Radom 26-606",Orzechowa,2,26-606,Radom,,,0,51.3817,21.1508,school
2plus2 Szkoła Matematyki,"Jurija Gagarina 2, Radom 26-600",Jurija Gagarina,2,26-600,Radom,,,0,51.3854,21.1582,school
OŚRODEK REHABILITACYJNO EDUKACYJNO WYCHOWAWCZY PSONI Radom,"Grenadierów 18, Radom 26-611",Grenadierów,18,26-611,Radom,483662611,,0,51.3842,21.1532,school
Przedszkole Publiczne nr 16 w Radomiu,"Grenadierów 3, Radom 26-611",Grenadierów,3,26-611,Radom,483316810,,4.9,51.3861,21.1508,school
Nasza Szkoła. Niepubliczna szkoła podstawowa z oddziałami przedszkolnymi,"Królowej Jadwigi 12, Radom 26-617",Królowej Jadwigi,12,26-617,Radom,483450733,,2.3,51.4296,21.1617,school
Mały Książę Niepubliczne Przedszkole Językowe w Radomiu,"Hutnicza 8, Radom 26-600",Hutnicza,8,26-600,Radom,790702701,,4.2,51.3923,21.136,school
Publiczna Szkoła Podstawowa nr. 30 im. Królowej Jadwigi,"Piastowska 17, Radom 26-617",Piastowska,17,26-617,Radom,483331657,,2.7,51.4319,21.158,school
Radomska Szkoła Wyższa,"ul 1905 Roku 26/28, Radom 26-610",ul 1905 Roku,26/28,26-610,Radom,483836605,,4.7,51.3911,21.1408,school
Hala Aga Sport,"1905 Roku 21, Radom 26-612",1905 Roku,21,26-612,Radom,483628299,,3.9,51.3896,21.1398,school
Football-kids,"1905 Roku 21, Radom 26-612",1905 Roku,21,26-612,Radom,606951777,,0,51.3905,21.1398,school
Szkoła Podstawowa nr 31 Publiczna,"Biała 6, Radom 26-604",Biała,6,26-604,Radom,483652814,,4,51.3867,21.166,school
Niepubliczna Placówka Kształcenia Ustawicznego Oddziału Okręgowego Stowarzyszenia Księgowych,"Wiktora Cymerysa-Kwiatkowskiego 70, Radom 26-600",Wiktora Cymerysa-Kwiatkowskiego,70,26-600,Radom,483858515,,0,51.3867,21.1637,school
Publiczna Szkoła Podstawowa nr 11 w Radomiu,"Jurija Gagarina 19, Radom 26-600",Jurija Gagarina,19,26-600,Radom,483668183,,4.2,51.3848,21.1541,school
Gąska Balbinka,"Rapackiego 17, Radom 26-605",Rapackiego,17,26-605,Radom,483669922,,3.8,51.4213,21.1729,school
Publiczna Szkoła Podstawowa nr 6 z Oddziałami Integracyjnymi im. Orła Białego,"Rapackiego 24, Radom 26-605",Rapackiego,24,26-605,Radom,483894910,,2.4,51.4203,21.1743,school
Liceum Ogólnokształcące Społeczne nr I,"Sandomierska 20, Radom 26-611",Sandomierska,20,26-611,Radom,483661949,,4.1,51.3828,21.1548,school
Żłobek,"Michałowska 7, Radom 26-605",Michałowska,7,26-605,Radom,511131455,,5,51.4189,21.1741,school
Przedszkole nr 24 Publiczne,"Powstańców Śląskich 9, Radom 26-609",Powstańców Śląskich,9,26-609,Radom,483447162,,4.4,51.4131,21.1818,school
Magic Garden Niepubliczne Przedszkole Językowe,"Tytoniowa 2/6a, Radom 26-600",Tytoniowa,2/6a,26-600,Radom,793698746,,5,51.3957,21.135,school
Przedszkole Niepubliczne Krasnal,"Bolesława Limanowskiego 31, Radom 26-600",Bolesława Limanowskiego,31,26-600,Radom,600394419,,5,51.3956,21.1351,school
Żłobek KRASNAL,"Bolesława Limanowskiego 31, Radom 26-600",Bolesława Limanowskiego,31,26-600,Radom,483631818,,3.8,51.3956,21.1349,school
Niepubliczne Przedszkole Integracyjne EKO LUDKI,"Puławska 23B, Radom 26-600",Puławska,23B,26-600,Radom,734087584,,4.5,51.3955,21.1776,school
Zespół Szkół Plastycznych im. Józefa Brandta,"Aleja Józefa Grzecznarowskiego 13, Radom 26-600",Aleja Józefa Grzecznarowskiego,13,26-600,Radom,483402838,,2.5,51.3884,21.1545,school
Zespół Szkół Zawodowych im. mjr. H. Dobrzańskiego Hubala,"Aleja Józefa Grzecznarowskiego 2, Radom 26-610",Aleja Józefa Grzecznarowskiego,2,26-610,Radom,483635700,,3.9,51.3882,21.153,school
Społeczne Ognisko Muzyczne Gołębiów Radom,"Tadeusza Kotarbińskiego 2, Radom 26-600",Tadeusza Kotarbińskiego,2,26-600,Radom,784402675,,0,51.4113,21.179,school
Szkoła Podstawowa nr 29 Publiczna,"Ceglana 14, Radom 26-601",Ceglana,14,26-601,Radom,483699398,,2.5,51.4101,21.1322,school
Edulandia - zajęcia z matematyki dla dzieci i młodzieży,"Polna 46/48, Radom 26-600",Polna,46/48,26-600,Radom,783888660,,5,51.4091,21.1336,school
Przedszkole Publiczne nr 8 im. Króla Maciusia I,"Królowej Jadwigi 17, Radom 26-617",Królowej Jadwigi,17,26-617,Radom,483459838,,5,51.4288,21.1575,school
Szkoła Wspinania GOup,"Wesoła 53A, Radom 26-604",Wesoła,53A,26-604,Radom,601324080,,0,51.3909,21.1791,school
Przedszkole nr 9 Publiczne,"Kalińska 4, Radom 26-604",Kalińska,4,26-604,Radom,483652591,,5,51.3904,21.1768,school
Publiczna Szkoła Podstawowa nr 24,"Powstańców Śląskich 4, Radom 26-615",Powstańców Śląskich,4,26-615,Radom,483441227,,2.3,51.4142,21.1831,school
Publiczna Szkoła Podstawowa nr 3 im. Jana Długosza,"Jana III Sobieskiego 15, Radom 26-617",Jana III Sobieskiego,15,26-617,Radom,483451388,,2.9,51.4281,21.1576,school
Przedszkole nr 8 Publiczne,"Jana III Sobieskiego 12, Radom 26-617",Jana III Sobieskiego,12,26-617,Radom,483459838,,4,51.4283,21.1573,school
Specjalny Ośrodek Szkolno Wychowawczy dla Dzieci Niewidomych i Słabo Widzących,"Andrzeja Struga 86, Radom 26-610",Andrzeja Struga,86,26-610,Radom,483847924,,4.8,51.4097,21.18,school
Zespół Szkół Elektronicznych im. Bohaterów Westerplatte,"Sadkowska 19, Radom 26-600",Sadkowska,19,26-600,Radom,483448116,,3.9,51.4075,21.1815,school
"Centrum Terapii ""Rozproszone Zmysły""","Chmielna 2B, Radom 26-600",Chmielna,2B,26-600,Radom,600599801,,3.9,51.4047,21.1308,school
"Terapeutyczny Punkt Przedszkolny ""Kocurek""","Chmielna 2B, Radom 26-600",Chmielna,2B,26-600,Radom,600599801,,0,51.4047,21.1308,school
Publiczna Szkoła Podstawowa nr 27 im. Szarych Szeregów w Radomiu,"Sadkowska 16, Radom 26-600",Sadkowska,16,26-600,Radom,483448931,,3.7,51.4066,21.1807,school
Profesja. Ośrodek Kształcenia Zawodowego,"Biznesowa 7, Radom 26-612",Biznesowa,7,26-612,Radom,483601356,,4.1,51.3907,21.1477,school
Przedszkole Niepubliczne Czas Dziecka,"Ignacego Paderewskiego 10, Radom 26-600",Ignacego Paderewskiego,10,26-600,Radom,732313976,,4.8,51.4165,21.1751,school
Publiczne Przedszkole nr 6,"Rapackiego 4, Radom 26-605",Rapackiego,4,26-605,Radom,483308802,,2.3,51.4216,21.1649,school
