name,address,street,street_number,postal_code,city,phone,website,rating,latitude,longitude,type
Publiczne Przedszkole nr 6,"Ignacego Paderewskiego 36, Radom 26-600",Ignacego Paderewskiego,36,26-600,Radom,483308802,,3.7,51.4207,21.1651,school
PLATYNA gym & bowling - klub fitness,"Biznesowa 8, Radom 26-600",Biznesowa,8,26-600,Radom,533390398,,4.6,51.3887,21.1477,school
zabytkowe zabudowania,"Generała Leopolda Okulickiego 49, Radom 26-601",Generała Leopolda Okulickiego,49,26-601,Radom,,,0,51.4053,21.1308,school
IV Liceum Ogólnokształcące im. Dra Tytusa Chałubińskiego,"Mariacka 25, Radom 26-600",Mariacka,25,26-600,Radom,483627485,,3.5,51.3962,21.1424,school
"Zespół Szkolno - Przedszkolny nr 4, Publiczna Szkoła Podstawowa nr 32 i Przedszkole Publiczne nr 26","Prospera Jarzyńskiego 3, Radom 26-606",Prospera Jarzyńskiego,3,26-606,Radom,483400201,,3.4,51.3948,21.1427,school
Przedszkole Niepubliczne prowadzone przez Zgromadzenie Córek Maryi Niepokalanej,"Staromiejska 9, Radom 26-610",Staromiejska,9,26-610,Radom,483621722,,5,51.4018,21.1378,school
Przedszkole Radom Niepubliczne Piotrówkowe Skarby,"Piotrówka 9, Radom 26-600",Piotrówka,9,26-600,Radom,609266600,,5,51.3986,21.1356,school
Przedszkole Publiczne nr 12,"Stanisława Wernera 34, Radom 26-610",Stanisława Wernera,34,26-610,Radom,483699466,,3.5,51.411,21.1367,school
Liceum Handlowe Towarzystwa Wiedzy Powszechnej,"Stanisława Wernera 22, Radom 26-610",Stanisława Wernera,22,26-610,Radom,483308345,,0,51.4105,21.138,school
Zespół Szkól Ekonomicznych w Radomiu,"Stanisława Wernera 22, Radom 26-610",Stanisława Wernera,22,26-610,Radom,483699324,,2.4,51.4104,21.1375,school
Szkoły 72 Pułku Piechoty w Radomiu ZDZ,"Saska 45388, Radom 26-600",Saska,4/6,26-600,Radom,483310523,,4.1,51.4068,21.1378,school
Niepubliczne Przedszkole NIEZAPOMINAJKA Radom.,"Staroopatowska 6/B, Radom 26-600",Staroopatowska,6/B,26-600,Radom,483778009,,3.7,51.3897,21.1591,school
Kształcenie ustawiczne - Radom,"Graniczna 24, Radom 26-600",Graniczna,24,26-600,Radom,483656292,,0,51.3914,21.1637,school
Medyczna Szkoła Policealna w CKZiU w Radomiu,"Kazimierza Pułaskiego 9, Radom 26-600",Kazimierza Pułaskiego,9,26-600,Radom,483621331,,5,51.425,21.1583,school
Szkoła Przysposabiająca do Pracy,"Aleja Józefa Grzecznarowskiego 15, Radom 26-610",Aleja Józefa Grzecznarowskiego,15,26-610,Radom,483636793,,5,51.3879,21.1556,school
Specjalny Ośrodek Szkolno - Wychowawczy im. J. Korczaka,"Aleja Józefa Grzecznarowskiego 15, Radom 26-600",Aleja Józefa Grzecznarowskiego,15,26-600,Radom,483636793,,4.7,51.3879,21.1555,school
Internat Specjalnego Ośrodka Szkolno - Wychowawczego im. J. Korczaka,"Kolejowa 22, Radom 26-610",Kolejowa,22,26-610,Radom,483846472,,3.8,51.389,21.1568,school
"Niepubliczne Przedszkole ""Wróbelek""","Ignacego Paderewskiego 19, Radom 26-605",Ignacego Paderewskiego,19,26-605,Radom,602308689,,5,51.4181,21.164,school
Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu,"Kazimierza Pułaskiego 9, Radom 26-605",Kazimierza Pułaskiego,9,26-605,Radom,,,0,51.4251,21.1583,school
"Terapeutyczna Szkoła Podstawowa ""Mój Świat""","Puławska 14/18, Radom 26-604",Puławska,14/18,26-604,Radom,781303643,,5,51.3957,21.1749,school
"Niepubliczne Przedszkole Terapeutyczne ""Mój świat""","Puławska 14/18, Radom 26-600",Puławska,14/18,26-600,Radom,797350177,,4.6,51.3957,21.1749,school
PSP 28,"Jaracza 8, Radom 26-610",Jaracza,8,26-610,Radom,483404610,,3.8,51.3949,21.1529,school
Przedszkole nr 11 Publiczne,"Tadeusza Kościuszki 10, Radom 26-610",Tadeusza Kościuszki,10,26-610,Radom,483630484,,4.6,51.3953,21.151,school
Szkoła Podstawowa Publiczna Specjalna,"Aleja Józefa Grzecznarowskiego 15, Radom 26-610",Aleja Józefa Grzecznarowskiego,15,26-610,Radom,483602471,,0,51.3879,21.1555,school
Sportowe Misie,"Wernera 29/31, Radom 26-601",Wernera,29/31,26-601,Radom,793803961,,0,51.4094,21.1389,school
OSK-AR Ośrodek Szkolenia Kierowców AR,"Warszawska 17/21, Radom 26-605",Warszawska,17/21,26-605,Radom,483641714,,0,51.4171,21.1529,school
Przedszkole Karuzela II,"Szarych Szeregów 26, Radom 26-610",Szarych Szeregów,26,26-610,Radom,538220005,,5,51.4139,21.1478,school
Przedszkole nr 1 Publiczne,"Pułkownika Jana Zientarskiego 3, Radom 26-615",Pułkownika Jana Zientarskiego,3,26-615,Radom,483641451,,4.8,51.413,21.1787,school
Przedszkole nr 3 Publiczne,"Olsztyńska 12, Radom 26-610",Olsztyńska,12,26-610,Radom,483449784,,3.8,51.4061,21.1755,school
Centrum Kształcenia Zawodowego i Ustawicznego nr 2 w Radomiu,"Tadeusza Kościuszki 7, Radom 26-610",Tadeusza Kościuszki,7,26-610,Radom,483626253,,3.9,51.3954,21.1502,school
Szkoła Żak,"Romualda Traugutta 17A, Radom 26-600",Romualda Traugutta,17A,26-600,Radom,483601462,,4.5,51.3949,21.1545,school
MSCDN,"Tadeusza Kościuszki 5A, Radom 26-610",Tadeusza Kościuszki,5A,26-610,Radom,483621579,,4,51.395,21.1489,school
Przedszkole,"Tytusa Chałubińskiego 22, Radom 26-610",Tytusa Chałubińskiego,22,26-610,Radom,,,0,51.3954,21.1475,school
Feniks - Liceum mundurowe w Radomiu,"Tadeusza Kościuszki 7, Radom 26-600",Tadeusza Kościuszki,7,26-600,Radom,519437538,,3,51.3961,21.1502,school
I Liceum Mundurowe CN-B,"Tadeusza Kościuszki 7, Radom 26-610",Tadeusza Kościuszki,7,26-610,Radom,,,0,51.3965,21.15,school
SMS RADOM Społeczne Liceum Mistrzostwa Sportowego w Radomiu,"Tadeusza Kościuszki 7, Radom 26-600",Tadeusza Kościuszki,7,26-600,Radom,,,0,51.3959,21.1504,school
Cku Szkoły Dla Dorosłych,"Tadeusza Kościuszki 7, Radom 26-600",Tadeusza Kościuszki,7,26-600,Radom,,,0,51.3958,21.1505,school
Zespół Szkół Budowlanych im. Kazimierza Wielkiego,"Tadeusza Kościuszki 7, Radom 26-610",Tadeusza Kościuszki,7,26-610,Radom,483621832,,3.9,51.3964,21.1506,school
Szkoła Mistrzostwa Sportowego,"Bolesława Limanowskiego 26/30, Radom 26-600",Bolesława Limanowskiego,26/30,26-600,Radom,,,5,51.3988,21.1396,school
Szkoła Podstawowa nr 33,"Oskara Kolberga 5, Radom 26-610",Oskara Kolberga,5,26-610,Radom,483637362,,2.3,51.401,21.1719,school
X Liceum Ogólnokształcące im. Stanisława Konarskiego,"Dionizego Czachowskiego 1, Radom 26-610",Dionizego Czachowskiego,1,26-610,Radom,483631788,,4.3,51.3948,21.1631,school
Kształcenie ustawiczne - Radom,"Władysława Beliny-Prażmowskiego 37, Radom 26-600",Władysława Beliny-Prażmowskiego,37,26-600,Radom,483631128,,0,51.3949,21.1631,school
Profesja,"Władysława Beliny-Prażmowskiego 13, Radom 26-610",Władysława Beliny-Prażmowskiego,13,26-610,Radom,483633501,,0,51.3928,21.1565,school
Kongregacja Oratorium św. Filipa Neri,"Grzybowska 22, Radom 26-610",Grzybowska,22,26-610,Radom,483405828,,4.8,51.4049,21.1736,school
Katolickie Liceum Ogólnokształcące im. św. Filipa Neri,"Grzybowska 22, Radom 26-600",Grzybowska,22,26-600,Radom,483639596,,3.6,51.4049,21.1731,school
Zespół Szkół Rzemieślniczych im. Fabiana Stankowskiego,"Bolesława Limanowskiego 26/30, Radom 26-610",Bolesława Limanowskiego,26/30,26-610,Radom,,,5,51.3999,21.1393,school
CKD Edukacja,"Bolesława Limanowskiego 26/30, Radom 26-600",Bolesława Limanowskiego,26/30,26-600,Radom,600409950,,4,51.3999,21.1393,school
Szkoła Pamięci i Szybkiego Czytania,"Romualda Traugutta 61, Radom 26-600",Romualda Traugutta,61,26-600,Radom,603118702,,0,51.4004,21.1485,school
Palarnia na garażach,"Romualda Traugutta 52A, Radom 26-610",Romualda Traugutta,52A,26-610,Radom,,,4.2,51.3997,21.1501,school
III Liceum Ogólnokształcące im. płk. Dionizego Czachowskiego w Radomiu,"Romualda Traugutta 44, Radom 26-610",Romualda Traugutta,44,26-610,Radom,483623664,,4.1,51.3984,21.1509,school
Niepubliczne Naukowe Przedszkole Integracyjne Mini College w Radomiu,"Wolność 10B, Radom 26-610",Wolność,10B,26-610,Radom,790780374,,5,51.4058,21.1458,school
Diecezjalne Studium Organistowskie Diecezji Radomskiej,"Bolesława Prusa 6, Radom 26-600",Bolesława Prusa,6,26-600,Radom,483656228,,0,51.396,21.1561,school
Nauka Gry Na Gitarze,"Kardynała Stefana Wyszyńskiego 16, Radom 26-610",Kardynała Stefana Wyszyńskiego,16,26-610,Radom,505403607,,0,51.3965,21.1583,school
Akademickie Liceum Ogólnokształcące,"Kardynała Stefana Wyszyńskiego 6, Radom 26-600",Kardynała Stefana Wyszyńskiego,6,26-600,Radom,,,5,51.3955,21.1579,school
FENIX EXPERT Mariusz Kułakowski,"Ludwika Waryńskiego , Radom 26-610",Ludwika Waryńskiego,,26-610,Radom,502723502,,5,51.3951,21.1574,school
Publiczna Szkoła Podstawowa Nr 13 z Oddziałami Integracyjnymi im. Ks. Józefa Poniatowskiego w Radomiu,"Henryka Sienkiewicza 30, Radom 26-600",Henryka Sienkiewicza,30,26-600,Radom,483621313,,2.9,51.3966,21.1593,school
COSINUS Radom - Licea i Szkoły Policealne dla dorosłych,"Stanisława Moniuszki 3/5/A, Radom 26-600",Stanisława Moniuszki,3/5/A,26-600,Radom,483632430,,4.4,51.3971,21.1534,school
Szkoła Dwujęzyczna im. Marii Montessori,"Romualda Traugutta 34, Radom 26-600",Romualda Traugutta,34,26-600,Radom,,,4,51.3968,21.1532,school
Szkoła Podstawowa Partner International Primary School,"Romualda Traugutta 34, Radom 26-600",Romualda Traugutta,34,26-600,Radom,483635095,,0,51.3968,21.1532,school
Liceum Profilowane nr I,"Gabriela Narutowicza 12, Radom 97-500",Gabriela Narutowicza,12,97-500,Radom,446832673,,0,51.3971,21.1513,school
Ogólnokształcące Liceum Językowe Z Oddziałami Dwujęzycznymi Im. Unii Europejskiej,"Henryka Sienkiewicza 8, Radom 26-600",Henryka Sienkiewicza,8,26-600,Radom,,,0,51.3979,21.1543,school
Szkoła Muzyczna Radomska Szkoła Rocka,"Henryka Sienkiewicza 8, Radom 26-610",Henryka Sienkiewicza,8,26-610,Radom,796818188,,4.8,51.3979,21.1543,school
Niepubliczna Placówka Kształcenia Ustawicznego Pracowni Zamówień Publicznych,"Henryka Sienkiewicza 10, Radom 26-610",Henryka Sienkiewicza,10,26-610,Radom,483621648,,0,51.3979,21.1547,school
Niepubliczna Szkoła Podstawowa im. Juliusza Słowackiego,"Warszawska 3, Radom 26-600",Warszawska,3,26-600,Radom,483641991,,4.2,51.4131,21.1536,school
Przedszkole Publiczne nr 2 w Radomiu,"Generała Jakuba Jasińskiego 4, Radom 26-609",Generała Jakuba Jasińskiego,4,26-609,Radom,483606380,,3.6,51.4107,21.1632,school
Sami dla Siebie,"Warszawska 3, Radom 26-600",Warszawska,3,26-600,Radom,483641991,,0,51.4131,21.1536,school
BEST COMPLEX,"Stefana Żeromskiego 94, Radom 26-600",Stefana Żeromskiego,94,26-600,Radom,600677657,,0,51.3996,21.1667,school
Школа 2 Корпус,"25 czerwca 23, Radom 26-604",25 czerwca,23,26-604,Radom,,,0,51.396,21.1602,school
Publiczna Szkoła Podstawowa im. Jana Pawła II w Kuczkach Kolonii,"Stanisława Wernera 5 lok. 3, Radom 26-600",Stanisława Wernera,5 lok. 3,26-600,Radom,483202079,,0,51.4062,21.149,school
Szkoła Podstawowa," , Radom 26-610",,,26-610,Radom,627846117,,0,51.4053,21.1488,school
Niepubliczne Przedszkole Słoneczna Kraina,"Sportowa 21, Radom 26-600",Sportowa,21,26-600,Radom,518461636,,1,51.4105,21.1685,school
XI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stanisława Staszica w Radomiu,"11 listopada 27, Radom 26-600",11 listopada,27,26-600,Radom,483640854,,2.1,51.4151,21.1578,school
Edukacja s.c. Niepubliczny Ośrodek Kształcenia Ustawicznego,"Stefana Żeromskiego 75, Radom 26-610",Stefana Żeromskiego,75,26-610,Radom,483815131,,0,51.3999,21.1635,school
Akademia Twórczego Rozwoju Bystrzak Radom/Bystrzak Matematyka,"Stanisława Wernera 45425, Radom 26-200",Stanisława Wernera,5/13,26-200,Radom,788404788,,0,51.4062,21.149,school
Publiczna Szkoła Podstawowa nr 7,"Aleksandra Tybla 45484, Radom 26-610",Aleksandra Tybla,7/11,26-610,Radom,483633714,,3.3,51.4047,21.1469,school
Przedszkole Karuzela I,"Bolesława Chrobrego 30F, Radom 26-605",Bolesława Chrobrego,30F,26-605,Radom,538220004,,5,51.4119,21.1605,school
Publiczna Szkoła Podstawowa nr 5,"Generała Józefa Sowińskiego 1, Radom 26-609",Generała Józefa Sowińskiego,1,26-609,Radom,483644644,,3,51.4129,21.1621,school
Niepubliczny Żłobek Słoneczna Kraina,"Sportowa 5/U31, Radom 26-615",Sportowa,5/U31,26-615,Radom,739047559,,5,51.4085,21.1674,school
Fabryka Języka,"25 czerwca 45, Radom 26-600",25 czerwca,45,26-600,Radom,606108446,,0,51.3996,21.162,school
Edukacja 2001. Ośrodek Doradztwa i Doskonalenia Zawodowego,"Stefana Żeromskiego 65, Radom 26-610",Stefana Żeromskiego,65,26-610,Radom,483070950,,5,51.4005,21.1609,school
Niepubliczne Przedszkole Słoneczna Kraina,"Młynarska 13, Radom 26-610",Młynarska,13,26-610,Radom,518261271,,5,51.4014,21.1653,school
I Liceum Ogólnokształcące im. Mikołaja Kopernika,"Stefana Żeromskiego 10, Radom 26-600",Stefana Żeromskiego,10,26-600,Radom,483627655,,3.7,51.4015,21.1483,school
Prim. Górka P.,"25 czerwca 65, Radom 26-610",25 czerwca,65,26-610,Radom,486796081,,0,51.4034,21.1641,school
Szkoła Podstawowa nr 2 im. Sebastiana Alvareza (Sentino) Pałuckiego,"Piłsudskiego 22, Radom 97-500",Piłsudskiego,22,97-500,Radom,,,2.4,51.4027,21.1471,school
Bricks 4 Kidz Radom,"Stefana Żeromskiego 15/3, Radom 26-600",Stefana Żeromskiego,15/3,26-600,Radom,507890015,,5,51.4019,21.1494,school
Specjalny Ośrodek Szkolno - Wychowawczy dla Dzieci Niesłyszących,"Stanisława Wernera 6, Radom 26-610",Stanisława Wernera,6,26-610,Radom,483625634,,4.4,51.4079,21.1492,school
Zasadnicza Szkoła Odzieżowa,"Jana i Jędrzeja Śniadeckich 5, Radom 26-610",Jana i Jędrzeja Śniadeckich,5,26-610,Radom,483698066,,5,51.4107,21.151,school
"Zespół Szkół Skórzano-Odzieżowych, Stylizacji i Usług w Radomiu","Jana i Jędrzeja Śniadeckich 5, Radom 26-600",Jana i Jędrzeja Śniadeckich,5,26-600,Radom,483640252,,3.4,51.4107,21.151,school
Przedszkole Niepubliczne Czas Dziecka 2 Leśniczówka,"Młynarska 10, Radom 26-610",Młynarska,10,26-610,Radom,571271955,,5,51.4018,21.1662,school
Liceum Ogólnokształcące Uzupełniające Zaoczne dla Dorosłych,"Jana i Jędrzeja Śniadeckich 5, Radom 26-610",Jana i Jędrzeja Śniadeckich,5,26-610,Radom,483629757,,0,51.4107,21.151,school
Liceum Profilowane,"Jana i Jędrzeja Śniadeckich 5, Radom 26-610",Jana i Jędrzeja Śniadeckich,5,26-610,Radom,483640252,,0,51.4107,21.151,school
ZKiW w Rozłazinie im. Bohaterów Stutthofu," , Rozłazino 84-218",,,84-218,Rozłazino,586789914,,5,51.4021,21.152,school
POP GYM Body & Mind Club,"Witolda 7, Radom 26-600",Witolda,7,26-600,Radom,483778878,,4.6,51.4029,21.1518,school
Centrum Edukacji. Zaoczne Szkoły Licealne i Policealne dla Dorosłych,"Ulica Jana Kilińskiego 15/17, Radom 26-610",Ulica Jana Kilińskiego,15/17,26-610,Radom,483629757,,0,51.4025,21.1539,school
Publiczna Szkoła Podstawowa nr 34,"Miła 18, Radom 26-600",Miła,18,26-600,Radom,483669503,,3.1,51.4087,21.1615,school
Bursa szkolna,"Jana i Jędrzeja Śniadeckich 5, Radom 26-610",Jana i Jędrzeja Śniadeckich,5,26-610,Radom,483641164,,2.8,51.4107,21.151,school
Centrum Nauczania Matematyki MathRiders Radom Korepetycje z matematyki Radom,"Miła 17, Radom 26-600",Miła,17,26-600,Radom,517390606,,5,51.4076,21.1587,school
Mini Karuzela. Punkt Przedszkolny,"gen. Emila Fieldorfa , Radom 26-600",gen. Emila Fieldorfa,,26-600,Radom,510832823,,0,51.4034,21.1555,school
VI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jana Kochanowskiego,"Ulica Jana Kilińskiego 25, Radom 26-639",Ulica Jana Kilińskiego,25,26-639,Radom,483632396,,3.9,51.4022,21.156,school
Zespół Szkół Ogólnokształcących nr 6 im. J. Kochanowskiego,"Ulica Jana Kilińskiego 25, Radom 26-610",Ulica Jana Kilińskiego,25,26-610,Radom,483622052,,5,51.4023,21.1559,school
Publiczne Przedszkole nr 4 im. J. Tuwima,"Ulica Jana Kilińskiego 23, Radom 26-610",Ulica Jana Kilińskiego,23,26-610,Radom,483623948,,4.9,51.4027,21.1553,school
Edusfera Radom,"Stanisława Moniuszki 26, Radom 26-600",Stanisława Moniuszki,26,26-600,Radom,601897575,,4.5,51.4008,21.1556,school
Towarzystwo Wiedzy Powszechnej Oddział Regionalny w Radomiu,"Partyzantów 45419, Radom 26-600",Partyzantów,5/7,26-600,Radom,483622628,,4.5,51.4042,21.1616,school
Edus,"Zegara Słonecznego 6, Radom 26-600",Zegara Słonecznego,6,26-600,Radom,533777654,,5,51.4084,21.1558,school
Przedszkole nr 15 Publiczne,"Janusza Kusocińskiego 10, Radom 26-610",Janusza Kusocińskiego,10,26-610,Radom,483641691,,4.1,51.4101,21.157,school
Liceum Ogólnokształcące dla Dorosłych Towarzystwa Wiedzy Powszechnej,"Partyzantów 45419, Radom 26-610",Partyzantów,5/7,26-610,Radom,483600298,,0,51.4042,21.1616,school
II Liceum Ogólnokształcące im. Marii Konopnickiej,"Janusza Kusocińskiego 8, Radom 26-600",Janusza Kusocińskiego,8,26-600,Radom,483641180,,3.3,51.4098,21.1566,school
Rektorat,"Jacka Malczewskiego 27, Radom 26-610",Jacka Malczewskiego,27,26-610,Radom,,,3.7,51.4075,21.1509,school
XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Polskich Noblistów w Radomiu,"25 czerwca 79, Radom 26-610",25 czerwca,79,26-610,Radom,483631895,,3.9,51.405,21.1637,school
VII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,"Warszawska 12, Radom 26-600",Warszawska,12,26-600,Radom,483441060,,3.2,51.4131,21.1557,school
Szkoły 72 Pułku Piechoty w Radomiu ZDZ,"Saska 45388, Radom 26-600",Saska,4/6,26-600,Radom,483310523,,4.1,51.4068,21.1378,secondary_school
Liceum Ogólnokształcące - Perspektywa,"Czarnoleska 10, Czarnoleska 26-600",Czarnoleska,10,26-600,Czarnoleska,793050821,,0,51.3714,21.131,secondary_school
IV Liceum Ogólnokształcące im. Dra Tytusa Chałubińskiego,"Mariacka 25, Radom 26-600",Mariacka,25,26-600,Radom,483627485,,3.5,51.3962,21.1424,secondary_school
Szkoła Mistrzostwa Sportowego,"Bolesława Limanowskiego 26/30, Radom 26-600",Bolesława Limanowskiego,26/30,26-600,Radom,,,5,51.3988,21.1396,secondary_school
Szkoła Żak,"Romualda Traugutta 17A, Radom 26-600",Romualda Traugutta,17A,26-600,Radom,483601462,,4.5,51.3949,21.1545,secondary_school
X Liceum Ogólnokształcące im. Stanisława Konarskiego,"Dionizego Czachowskiego 1, Radom 26-610",Dionizego Czachowskiego,1,26-610,Radom,483631788,,4.3,51.3948,21.1631,secondary_school
Profesja,"Władysława Beliny-Prażmowskiego 13, Radom 26-610",Władysława Beliny-Prażmowskiego,13,26-610,Radom,483633501,,0,51.3928,21.1565,secondary_school
Katolickie Liceum Ogólnokształcące im. św. Filipa Neri,"Grzybowska 22, Radom 26-600",Grzybowska,22,26-600,Radom,483639596,,3.6,51.4049,21.1731,secondary_school
III Liceum Ogólnokształcące im. płk. Dionizego Czachowskiego w Radomiu,"Romualda Traugutta 44, Radom 26-610",Romualda Traugutta,44,26-610,Radom,483623664,,4.1,51.3984,21.1509,secondary_school
COSINUS Radom - Licea i Szkoły Policealne dla dorosłych,"Stanisława Moniuszki 3/5/A, Radom 26-600",Stanisława Moniuszki,3/5/A,26-600,Radom,483632430,,4.4,51.3971,21.1534,secondary_school
Liceum Profilowane nr I,"Gabriela Narutowicza 12, Radom 97-500",Gabriela Narutowicza,12,97-500,Radom,446832673,,0,51.3971,21.1513,secondary_school
Liceum Ogólnokształcące Uzupełniające Zaoczne dla Dorosłych,"Jana i Jędrzeja Śniadeckich 5, Radom 26-610",Jana i Jędrzeja Śniadeckich,5,26-610,Radom,483629757,,0,51.4107,21.151,secondary_school
XI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Stanisława Staszica w Radomiu,"11 listopada 27, Radom 26-600",11 listopada,27,26-600,Radom,483640854,,2.1,51.4151,21.1578,secondary_school
Liceum Profilowane,"Jana i Jędrzeja Śniadeckich 5, Radom 26-610",Jana i Jędrzeja Śniadeckich,5,26-610,Radom,483640252,,0,51.4107,21.151,secondary_school
I Liceum Ogólnokształcące im. Mikołaja Kopernika,"Stefana Żeromskiego 10, Radom 26-600",Stefana Żeromskiego,10,26-600,Radom,483627655,,3.7,51.4015,21.1483,secondary_school
II Liceum Ogólnokształcące im. Marii Konopnickiej,"Janusza Kusocińskiego 8, Radom 26-600",Janusza Kusocińskiego,8,26-600,Radom,483641180,,3.3,51.4098,21.1566,secondary_school
XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Polskich Noblistów w Radomiu,"25 czerwca 79, Radom 26-610",25 czerwca,79,26-610,Radom,483631895,,3.9,51.405,21.1637,secondary_school
VI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Jana Kochanowskiego,"Ulica Jana Kilińskiego 25, Radom 26-639",Ulica Jana Kilińskiego,25,26-639,Radom,483632396,,3.9,51.4022,21.156,secondary_school
VII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego,"Warszawska 12, Radom 26-600",Warszawska,12,26-600,Radom,483441060,,3.2,51.4131,21.1557,secondary_school